season,date,round,homeTeam,awayTeam,startTimeLocal,venue,quarter,teamName,scoreType,playerName,scoreTime_mmss,scoreTime_secInQtr,scorePoints,homeTeamPoints,awayTeamPoints,homeTeamRunningScore,awayTeamRunningScore,matchID,Q1_s,Q2_s,Q3_s,Q4_s,gameDuration_s,Q1Q2_s,Q1Q2Q3_s,scoreTime_seconds,scoreTime_pct,homeTeamFinalScore,awayTeamFinalScore,homeMinusAwayScore,homeTeamResult,winningTeam,losingTeam
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Richmond,Behind,Ben Griffiths,2M 7S,127,1,0,1,0,1,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,127,1.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Richmond,Behind,Shane Edwards,5M 49S,349,1,0,1,0,2,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,349,4.8,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Richmond,Behind,Connor Menadue,7M 22S,442,1,0,1,0,3,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,442,6,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Fremantle,Goal,Hayden Ballantyne,12M 19S,739,6,6,0,6,3,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,739,10.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Fremantle,Behind,Rushed behind,17M 15S,1035,1,1,0,7,3,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,1035,14.2,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Richmond,Goal,Shaun Grigg,27M 42S,1662,6,0,6,7,9,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,1662,22.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,1,Richmond,Goal,Jack Riewoldt,29M 25S,1765,6,0,6,7,15,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,1765,24.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Goal,Ben Griffiths,1M 55S,115,6,0,6,7,21,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,1959,26.8,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Fremantle,Behind,Nick Suban,4M 21S,261,1,1,0,8,21,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2105,28.8,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Goal,Anthony Miles,7M 52S,472,6,0,6,8,27,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2316,31.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Fremantle,Goal,Matthew Taberner,9M 10S,550,6,6,0,14,27,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2394,32.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Ty Vickery,11M 11S,671,1,0,1,14,28,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2515,34.4,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Rushed behind,14M 3S,843,1,0,1,14,29,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2687,36.8,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Brandon Ellis,14M 31S,871,1,0,1,14,30,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2715,37.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Goal,Shane Edwards,14M 54S,894,6,0,6,14,36,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,2738,37.5,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Goal,Anthony Miles,19M 23S,1163,6,0,6,14,42,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3007,41.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Jack Riewoldt,22M 30S,1350,1,0,1,14,43,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3194,43.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Trent Cotchin,24M 26S,1466,1,0,1,14,44,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3310,45.3,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Rushed behind,25M 16S,1516,1,0,1,14,45,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3360,46,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Richmond,Behind,Rushed behind,26M 6S,1566,1,0,1,14,46,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3410,46.6,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,2,Fremantle,Behind,Ed Langdon,28M 2S,1682,1,1,0,15,46,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3526,48.2,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Richmond,Goal,Jack Riewoldt,3M 23S,203,6,0,6,15,52,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3920,53.6,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Goal,Hayden Ballantyne,4M 41S,281,6,6,0,21,52,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,3998,54.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Behind,Michael Walters,6M 34S,394,1,1,0,22,52,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4111,56.2,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Goal,Hayden Ballantyne,8M 16S,496,6,6,0,28,52,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4213,57.6,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Richmond,Goal,Steven Morris,13M 30S,810,6,0,6,28,58,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4527,61.9,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Behind,Rushed behind,17M 23S,1043,1,1,0,29,58,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4760,65.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Behind,Ed Langdon,18M 32S,1112,1,1,0,30,58,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4829,66.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Behind,Nick Suban,19M 51S,1191,1,1,0,31,58,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,4908,67.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Richmond,Goal,Sam Lloyd,23M 11S,1391,6,0,6,31,64,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5108,69.9,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,3,Fremantle,Goal,Ed Langdon,25M 20S,1520,6,6,0,37,64,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5237,71.6,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Rushed behind,1M 18S,78,1,0,1,37,65,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5623,76.9,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Goal,Shane Edwards,2M 44S,164,6,0,6,37,71,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5709,78.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Brett Deledio,4M 9S,249,1,0,1,37,72,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5794,79.3,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Rushed behind,4M 58S,298,1,0,1,37,73,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5843,79.9,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Brett Deledio,6M 45S,405,1,0,1,37,74,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,5950,81.4,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Fremantle,Behind,Michael Walters,9M 40S,580,1,1,0,38,74,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,6125,83.8,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Rushed behind,10M 22S,622,1,0,1,38,75,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,6167,84.4,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Dustin Martin,15M 0S,900,1,0,1,38,76,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,6445,88.2,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Behind,Brandon Ellis,15M 40S,940,1,0,1,38,77,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,6485,88.7,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Richmond,Goal,Connor Menadue,17M 22S,1042,6,0,6,38,83,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,6587,90.1,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Fremantle,Goal,Michael Walters,27M 17S,1637,6,6,0,44,83,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,7182,98.2,45,83,-38,Loss,Richmond,Fremantle
2016,21/05/2016,9,Fremantle,Richmond,5:40,Subiaco,4,Fremantle,Behind,Michael Walters,28M 35S,1715,1,1,0,45,83,2016-05-21_R9_Fremantle-v-Richmond,1844,1873,1828,1766,7311,3717,5545,7260,99.3,45,83,-38,Loss,Richmond,Fremantle
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Brisbane,Behind,Jonathan Freeman,44S,44,1,0,1,0,1,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,44,0.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Goal,Jeff Garlett,2M 38S,158,6,6,0,6,1,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,158,2.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,Christian Petracca,6M 18S,378,1,1,0,7,1,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,378,5.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Goal,Ben Kennedy,7M 27S,447,6,6,0,13,1,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,447,6.1,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Brisbane,Behind,Rushed behind,8M 21S,501,1,0,1,13,2,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,501,6.9,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,Jeff Garlett,10M 38S,638,1,1,0,14,2,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,638,8.7,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Brisbane,Goal,Ben Keays,14M 6S,846,6,0,6,14,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,846,11.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,Rushed behind,16M 31S,991,1,1,0,15,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,991,13.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Goal,Nathan Jones,18M 15S,1095,6,6,0,21,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1095,15,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,Christian Petracca,19M 42S,1182,1,1,0,22,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1182,16.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,James Harmes,20M 32S,1232,1,1,0,23,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1232,16.8,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Behind,James Harmes,23M 7S,1387,1,1,0,24,8,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1387,19,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Brisbane,Goal,Ryan Lester,24M 13S,1453,6,0,6,24,14,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1453,19.9,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Goal,Jesse Hogan,26M 13S,1573,6,6,0,30,14,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1573,21.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Melbourne,Goal,Jesse Hogan,28M 54S,1734,6,6,0,36,14,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1734,23.7,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,1,Brisbane,Behind,Josh Schache,30M 37S,1837,1,0,1,36,15,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1837,25.1,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Brisbane,Behind,Jonathan Freeman,1M 5S,65,1,0,1,36,16,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,1931,26.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Goal,Jeff Garlett,8M 30S,510,6,6,0,42,16,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,2376,32.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Brisbane,Goal,Jonathan Freeman,10M 32S,632,6,0,6,42,22,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,2498,34.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Goal,James Harmes,13M 27S,807,6,6,0,48,22,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,2673,36.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Goal,Jesse Hogan,16M 12S,972,6,6,0,54,22,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,2838,38.8,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Goal,Viv Michie,19M 21S,1161,6,6,0,60,22,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3027,41.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Goal,Jack Watts,20M 58S,1258,6,6,0,66,22,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3124,42.7,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Brisbane,Behind,Rushed behind,22M 43S,1363,1,0,1,66,23,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3229,44.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Brisbane,Goal,Tom Bell,24M 52S,1492,6,0,6,66,29,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3358,45.9,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Brisbane,Goal,Tom Bell,26M 10S,1570,6,0,6,66,35,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3436,47,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,2,Melbourne,Behind,Ben Kennedy,29M 51S,1791,1,1,0,67,35,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3657,50,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Goal,Tom Bell,1M 11S,71,6,0,6,67,41,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3769,51.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Behind,Christian Petracca,4M 42S,282,1,1,0,68,41,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,3980,54.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Behind,Ben Keays,7M 13S,433,1,0,1,68,42,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4131,56.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Behind,Rushed behind,9M 4S,544,1,1,0,69,42,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4242,58,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Behind,Trent West,15M 2S,902,1,0,1,69,43,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4600,62.9,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Behind,Daniel Rich,16M 37S,997,1,0,1,69,44,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4695,64.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Goal,Ben Newton,18M 6S,1086,6,6,0,75,44,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4784,65.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Behind,Christian Petracca,20M 7S,1207,1,1,0,76,44,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,4905,67.1,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Goal,Jesse Hogan,21M 49S,1309,6,6,0,82,44,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5007,68.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Behind,Stefan Martin,24M 3S,1443,1,0,1,82,45,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5141,70.3,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Brisbane,Behind,Jackson Paine,26M 23S,1583,1,0,1,82,46,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5281,72.2,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,3,Melbourne,Goal,Billy Stretch,27M 40S,1660,6,6,0,88,46,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5358,73.3,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Brisbane,Behind,Lewis Taylor,16S,16,1,0,1,88,47,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5439,74.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Brisbane,Behind,Rushed behind,1M 27S,87,1,0,1,88,48,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5510,75.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Behind,Rushed behind,1M 58S,118,1,1,0,89,48,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5541,75.8,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Behind,Jack Watts,3M 23S,203,1,1,0,90,48,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5626,76.9,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Brisbane,Goal,Lewis Taylor,4M 6S,246,6,0,6,90,54,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5669,77.5,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Brisbane,Behind,Rushed behind,5M 26S,326,1,0,1,90,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5749,78.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Behind,Jesse Hogan,9M 10S,550,1,1,0,91,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,5973,81.7,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Behind,Clayton Oliver,11M 12S,672,1,1,0,92,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,6095,83.4,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Behind,Dean Kent,12M 4S,724,1,1,0,93,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,6147,84.1,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Goal,Jesse Hogan,13M 59S,839,6,6,0,99,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,6262,85.6,131,68,63,Win,Melbourne,Brisbane
2016,22/05/2016,9,Melbourne,Brisbane,1:10,M.C.G.,4,Melbourne,Goal,Dean Kent,15M 46S,946,6,6,0,105,55,2016-05-22_R9_Melbourne-v-Brisbane Lions,1866,1832,1725,1889,7312,3698,5423,6369,87.1,131,68,63,Win,Melbourne,Brisbane
