season,date,round,homeTeam,awayTeam,startTimeLocal,venue,quarter,teamName,scoreType,playerName,scoreTime_mmss,scoreTime_secInQtr,scorePoints,homeTeamPoints,awayTeamPoints,homeTeamRunningScore,awayTeamRunningScore,matchID,Q1_s,Q2_s,Q3_s,Q4_s,gameDuration_s,Q1Q2_s,Q1Q2Q3_s,scoreTime_seconds,scoreTime_pct,homeTeamFinalScore,awayTeamFinalScore,homeMinusAwayScore,homeTeamResult,winningTeam,losingTeam
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Behind,Matthew Wright,21S,21,1,0,1,0,1,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,21,0.3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Behind,Levi Casboult,3M 41S,221,1,0,1,0,2,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,221,3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Richmond,Goal,Kane Lambert,5M 51S,351,6,6,0,6,2,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,351,4.7,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Richmond,Goal,Connor Menadue,9M 39S,579,6,6,0,12,2,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,579,7.8,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Behind,Rushed behind,13M 16S,796,1,0,1,12,3,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,796,10.7,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Goal,Jed Lamb,14M 50S,890,6,0,6,12,9,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,890,12,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Richmond,Behind,Rushed behind,16M 26S,986,1,1,0,13,9,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,986,13.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Richmond,Goal,Ty Vickery,18M 39S,1119,6,6,0,19,9,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1119,15,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Goal,Bryce Gibbs,21M 8S,1268,6,0,6,19,15,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1268,17,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Behind,Andrew Walker,22M 45S,1365,1,0,1,19,16,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1365,18.3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Goal,Matthew Kreuzer,23M 44S,1424,6,0,6,19,22,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1424,19.1,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Richmond,Goal,Shane Edwards,24M 57S,1497,6,6,0,25,22,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1497,20.1,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,1,Carlton,Goal,Marc Murphy,27M 51S,1671,6,0,6,25,28,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,1671,22.5,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Carlton,Behind,Marc Murphy,2M 10S,130,1,0,1,25,29,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,2090,28.1,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Carlton,Behind,Sam Kerridge,11M 55S,715,1,0,1,25,30,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,2675,35.9,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Carlton,Goal,Andrejs Everitt,13M 46S,826,6,0,6,25,36,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,2786,37.4,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Richmond,Goal,Nick Vlastuin,17M 0S,1020,6,6,0,31,36,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,2980,40,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Richmond,Goal,Ty Vickery,21M 42S,1302,6,6,0,37,36,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,3262,43.8,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Richmond,Behind,Ty Vickery,23M 14S,1394,1,1,0,38,36,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,3354,45.1,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Richmond,Goal,Ty Vickery,25M 56S,1556,6,6,0,44,36,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,3516,47.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,2,Carlton,Behind,Nick Graham,30M 30S,1830,1,0,1,44,37,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,3790,50.9,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Patrick Cripps,1M 43S,103,6,0,6,44,43,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,3919,52.7,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Goal,Jack Riewoldt,3M 20S,200,6,6,0,50,43,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4016,54,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Behind,Blaine Boekhorst,4M 42S,282,1,0,1,50,44,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4098,55.1,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Goal,Connor Menadue,5M 38S,338,6,6,0,56,44,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4154,55.8,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Behind,Rushed behind,6M 34S,394,1,1,0,57,44,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4210,56.6,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Behind,Daniel Rioli,7M 31S,451,1,1,0,58,44,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4267,57.3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Behind,Daniel Rioli,9M 24S,564,1,1,0,59,44,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4380,58.8,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Matthew Wright,11M 33S,693,6,0,6,59,50,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4509,60.6,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Behind,Patrick Cripps,13M 52S,832,1,0,1,59,51,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4648,62.4,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Andrew Phillips,16M 59S,1019,6,0,6,59,57,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4835,65,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Andrew Walker,18M 50S,1130,6,0,6,59,63,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,4946,66.5,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Matthew Wright,20M 1S,1201,6,0,6,59,69,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5017,67.4,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Behind,Ty Vickery,22M 44S,1364,1,1,0,60,69,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5180,69.6,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Richmond,Goal,Corey Ellis,23M 37S,1417,6,6,0,66,69,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5233,70.3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,3,Carlton,Goal,Matthew Wright,28M 12S,1692,6,0,6,66,75,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5508,74,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Carlton,Behind,Levi Casboult,2M 16S,136,1,0,1,66,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5748,77.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Behind,Shaun Hampson,5M 2S,302,1,1,0,67,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,5914,79.5,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Goal,Jack Riewoldt,6M 49S,409,6,6,0,73,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,6021,80.9,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Goal,Sam Lloyd,8M 33S,513,6,6,0,79,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,6125,82.3,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Behind,Jack Riewoldt,9M 40S,580,1,1,0,80,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,6192,83.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Goal,Sam Lloyd,13M 24S,804,6,6,0,86,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,6416,86.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Richmond,Goal,Anthony Miles,21M 43S,1303,6,6,0,92,76,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,6915,92.9,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Carlton,Goal,Andrejs Everitt,25M 50S,1550,6,0,6,92,82,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,7162,96.2,92,83,9,Win,Richmond,Carlton
2016,24/03/2016,1,Richmond,Carlton,7:20,M.C.G.,4,Carlton,Behind,Rushed behind,29M 15S,1755,1,0,1,92,83,2016-03-24_R1_Richmond-v-Carlton,1960,1856,1796,1831,7443,3816,5612,7367,99,92,83,9,Win,Richmond,Carlton
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Goal,Tom Scully,2M 49S,169,6,0,6,0,6,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,169,2.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Goal,Devon Smith,7M 26S,446,6,0,6,0,12,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,446,6.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Behind,Rushed behind,9M 18S,558,1,0,1,0,13,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,558,7.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Melbourne,Goal,Bernie Vince,11M 46S,706,6,6,0,6,13,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,706,10,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Behind,Rory Lobb,14M 14S,854,1,0,1,6,14,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,854,12.1,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Melbourne,Goal,Ben Kennedy,16M 13S,973,6,6,0,12,14,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,973,13.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Goal,Rory Lobb,17M 51S,1071,6,0,6,12,20,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1071,15.2,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Melbourne,Goal,James Harmes,19M 42S,1182,6,6,0,18,20,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1182,16.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Behind,Ryan Griffen,22M 6S,1326,1,0,1,18,21,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1326,18.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Greater Western Sydney,Behind,Steve Johnson,23M 59S,1439,1,0,1,18,22,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1439,20.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Melbourne,Goal,Aaron Vandenberg,25M 12S,1512,6,6,0,24,22,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1512,21.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,1,Melbourne,Goal,Jeff Garlett,26M 24S,1584,6,6,0,30,22,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1584,22.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Melbourne,Behind,Rushed behind,32S,32,1,1,0,31,22,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1803,25.6,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Melbourne,Behind,Nathan Jones,1M 35S,95,1,1,0,32,22,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1866,26.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Goal,Steve Johnson,2M 36S,156,6,0,6,32,28,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,1927,27.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Melbourne,Behind,Jack Watts,5M 10S,310,1,1,0,33,28,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2081,29.6,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Behind,Rory Lobb,9M 0S,540,1,0,1,33,29,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2311,32.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Behind,Callan Ward,10M 44S,644,1,0,1,33,30,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2415,34.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Behind,Steve Johnson,11M 24S,684,1,0,1,33,31,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2455,34.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Behind,Rory Lobb,14M 54S,894,1,0,1,33,32,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2665,37.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Goal,Jack Steele,16M 51S,1011,6,0,6,33,38,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2782,39.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Melbourne,Behind,Rushed behind,18M 21S,1101,1,1,0,34,38,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,2872,40.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,2,Greater Western Sydney,Goal,Callan Ward,24M 36S,1476,6,0,6,34,44,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,3247,46.2,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,Devon Smith,2M 53S,173,1,0,1,34,45,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,3747,53.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,Callan Ward,4M 45S,285,1,0,1,34,46,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,3859,54.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,Tom Scully,9M 11S,551,1,0,1,34,47,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4125,58.6,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,James Stewart,11M 21S,681,1,0,1,34,48,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4255,60.5,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Melbourne,Goal,Dean Kent,14M 42S,882,6,6,0,40,48,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4456,63.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Goal,Callan Ward,16M 53S,1013,6,0,6,40,54,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4587,65.2,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Goal,Rory Lobb,18M 45S,1125,6,0,6,40,60,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4699,66.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,Devon Smith,22M 33S,1353,1,0,1,40,61,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,4927,70,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Greater Western Sydney,Behind,Lachie Whitfield,26M 22S,1582,1,0,1,40,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5156,73.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,3,Melbourne,Behind,Max Gawn,28M 27S,1707,1,1,0,41,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5281,75.1,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Jack Watts,59S,59,6,6,0,47,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5344,76,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Jesse Hogan,2M 41S,161,6,6,0,53,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5446,77.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Jesse Hogan,5M 1S,301,6,6,0,59,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5586,79.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Jeff Garlett,7M 20S,440,6,6,0,65,62,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5725,81.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Greater Western Sydney,Behind,Adam Tomlinson,8M 56S,536,1,0,1,65,63,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5821,82.7,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Behind,Sam Frost,9M 55S,595,1,1,0,66,63,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5880,83.6,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Greater Western Sydney,Goal,Steve Johnson,11M 40S,700,6,0,6,66,69,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,5985,85.1,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Greater Western Sydney,Behind,Rushed behind,12M 50S,770,1,0,1,66,70,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6055,86.1,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Jesse Hogan,16M 3S,963,6,6,0,72,70,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6248,88.8,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Behind,Ben Kennedy,17M 56S,1076,1,1,0,73,70,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6361,90.4,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Behind,Rushed behind,20M 7S,1207,1,1,0,74,70,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6492,92.3,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Melbourne,Goal,Aaron Vandenberg,20M 49S,1249,6,6,0,80,70,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6534,92.9,80,78,2,Win,Melbourne,Greater Western Sydney
2016,26/03/2016,1,Melbourne,Greater Western Sydney,1:40,M.C.G.,4,Greater Western Sydney,Behind,Caleb Marchbank,23M 13S,1393,1,0,1,80,71,2016-03-26_R1_Melbourne-v-Greater Western Sydney,1771,1803,1711,1750,7035,3574,5285,6678,94.9,80,78,2,Win,Melbourne,Greater Western Sydney
